key,question,options
FEDSHAREC_W32,"Thinking about how the federal government spends money, do you think rural areas get","['More than their fair share', 'Less than their fair share', 'About the right amount', 'Refused']"
LOCALPROBA_W32,"How much, if at all, is availability of jobs a problem in your local community?","['Major problem in my local community', 'Minor problem in my local community', 'Not a problem in my local community', 'Refused']"
LOCALPROBB_W32,"How much, if at all, is drug addiction a problem in your local community?","['Major problem in my local community', 'Minor problem in my local community', 'Not a problem in my local community', 'Refused']"
LOCALPROBC_W32,"How much, if at all, is access to grocery stores a problem in your local community?","['Major problem in my local community', 'Minor problem in my local community', 'Not a problem in my local community', 'Refused']"
LOCALPROBD_W32,"How much, if at all, is access to good doctors and hospitals a problem in your local community?","['Major problem in my local community', 'Minor problem in my local community', 'Not a problem in my local community', 'Refused']"
LOCALPROBE_W32,"How much, if at all, is access to high-speed internet a problem in your local community?","['Major problem in my local community', 'Minor problem in my local community', 'Not a problem in my local community', 'Refused']"
LOCALPROBF_W32,"How much, if at all, is access to public transportation a problem in your local community?","['Major problem in my local community', 'Minor problem in my local community', 'Not a problem in my local community', 'Refused']"
LOCALPROBG_W32,"How much, if at all, is racism a problem in your local community?","['Major problem in my local community', 'Minor problem in my local community', 'Not a problem in my local community', 'Refused']"
LOCALPROBH_W32,"How much, if at all, is availability of affordable housing a problem in your local community?","['Major problem in my local community', 'Minor problem in my local community', 'Not a problem in my local community', 'Refused']"
LOCALPROBI_W32,"How much, if at all, is poverty a problem in your local community?","['Major problem in my local community', 'Minor problem in my local community', 'Not a problem in my local community', 'Refused']"
LOCALPROBJ_W32,"How much, if at all, is crime a problem in your local community?","['Major problem in my local community', 'Minor problem in my local community', 'Not a problem in my local community', 'Refused']"
LOCALPROBK_W32,"How much, if at all, is the quality of K-12 education in the public schools a problem in your local community?","['Major problem in my local community', 'Minor problem in my local community', 'Not a problem in my local community', 'Refused']"
LOCALPROBL_F1_W32,"How much, if at all, is the condition of roads, bridges and other infrastructure a problem in your local community?","['Major problem in my local community', 'Minor problem in my local community', 'Not a problem in my local community', 'Refused']"
LOCALPROBM_F2_W32,"How much, if at all, is traffic a problem in your local community?","['Major problem in my local community', 'Minor problem in my local community', 'Not a problem in my local community', 'Refused']"
JOBSFUTURE_W32,"Looking ahead 10 years, do you expect the availability of jobs where you live to","['Get better', 'Get worse', 'Stay about the same', 'Refused']"
HARASS1A_W32,"When it comes to sexual harassment in the workplace today, how much of a problem, if at all, would you say women claiming they have experienced sexual harassment or assault when it hasn't actually occurred is?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']"
HARASS1B_W32,"When it comes to sexual harassment in the workplace today, how much of a problem, if at all, would you say employers firing men who have been accused of sexual harassment or assault before finding out all the facts are?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']"
HARASS1C_W32,"When it comes to sexual harassment in the workplace today, how much of a problem, if at all, would you say men getting away with committing sexual harassment or assault is?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']"
HARASS1D_W32,"When it comes to sexual harassment in the workplace today, how much of a problem, if at all, would you say women not being believed when they claim that they have experienced sexual harassment or assault is?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']"
HARASS2F1_W32,"In the long run, do you think the increased focus on sexual harassment and assault will lead to","['More opportunities for women in the workplace', 'Fewer opportunities for women in the workplace', ""Won't make much of a difference"", 'Refused']"
HARASS3F2_W32,"Do you think the increased focus on sexual harassment and assault has made it easier or harder for men to know how to interact with women in the workplace, or hasn't it made much difference?","['Has made it easier for men', 'Has made it harder for men', ""Hasn't made much difference"", 'Refused']"
HARASS4_W32,"Now thinking about your own experiences have you ever personally received unwanted sexual advances or verbal or physical harassment of a sexual nature? This can be in any circumstance, whether or not work-related.","['Yes', 'No', 'Refused']"
HARASS5_W32,Have you received unwanted sexual advances or verbal or physical harassment of a sexual nature,"['In a professional or work setting', 'Outside of a professional or work setting', 'Both', 'Refused']"
GROWUPNEAR_W32,Now thinking again about the community where you live do you currently live in or near the community where you grew up?,"['Yes', 'No', 'Refused']"
LIFELOC_W32,"And have you lived in or near this community your entire life, or have you lived in other places?","['Lived in or near this community my entire life', 'Lived in other places', 'Refused']"
VALUEURBAN_W32,"In general, do you think most people who live in urban areas have values that are","['Very similar to your values', 'Somewhat similar to your values', 'Somewhat different from your values', 'Very different from your values', 'Refused']"
VALUESUBURB_W32,"In general, do you think most people who live in suburban areas have values that are","['Very similar to your values', 'Somewhat similar to your values', 'Somewhat different from your values', 'Very different from your values', 'Refused']"
VALUERURAL_W32,"In general, do you think most people who live in rural areas have values that are","['Very similar to your values', 'Somewhat similar to your values', 'Somewhat different from your values', 'Very different from your values', 'Refused']"
NEIGHKNOW_W32,"Thinking of your neighbors, would you say you","['Know all of them', 'Know most of them', 'Know only some of them', ""Don't know any of them"", 'Refused']"
NEIGHINTERA_W32,"In general, how often, if ever, would you say you have face-to-face conversations with any of your neighbors","['Every day', 'Several times a week', 'About once a week', 'About once a month', 'Less than once a month', 'Never', 'Refused']"
NEIGHINTERB_W32,"In general, how often, if ever, would you say you talk on the phone with any of your neighbors","['Every day', 'Several times a week', 'About once a week', 'About once a month', 'Less than once a month', 'Never', 'Refused']"
NEIGHINTERC_W32,"In general, how often, if ever, would you say you exchange emails or text messages with any of your neighbors","['Every day', 'Several times a week', 'About once a week', 'About once a month', 'Less than once a month', 'Never', 'Refused']"
NEIGHINTERD_W32,"In general, how often, if ever, would you say you have parties or get-togethers with any of your neighbors","['Every day', 'Several times a week', 'About once a week', 'About once a month', 'Less than once a month', 'Never', 'Refused']"
NEIGHKEYS_W32,Do you have any neighbors you would feel comfortable asking to keep a set of keys to your home for emergencies (for example if you were locked out)?,"['Yes', 'No', 'Refused']"
NEIGHKIDS_W32,Do you have any neighbors you would feel comfortable asking to watch your children for half an hour in a pinch?,"['Yes', 'No', 'Does not apply', 'Refused']"
NEIGHSAMEA_W32,"As far as you know, how many of your neighbors are the same race or ethnicity as you","['All of them', 'Most of them', 'About half', 'Only some of them', 'None of them', 'Refused']"
NEIGHSAMEB_W32,"As far as you know, how many of your neighbors are the same social class as you","['All of them', 'Most of them', 'About half', 'Only some of them', 'None of them', 'Refused']"
NEIGHSAMEC_W32,"As far as you know, how many of your neighbors have the same political views as you","['All of them', 'Most of them', 'About half', 'Only some of them', 'None of them', 'Refused']"
IMMCOMM_W32,"As far as you know, how many immigrants, if any, would you say there are in your local community?","['Many', 'Some', 'Only a few', 'None', 'Refused']"
IMMIMPACT_W32,"Thinking about the immigrants who live in your local community, in general, would you say their impact on the community has been","['Mostly positive', 'Mostly negative', 'Neither positive nor negative', 'Refused']"
GROWUPUSR_W32,How would you describe the community where you spent the majority of time when you were growing up?,"['Urban', 'Suburban', 'Rural', 'Refused']"
COMTYPE2_W32,How would you describe the community where you currently live?,"['Urban', 'Suburban', 'Rural', 'Refused']"
CITYSIZE_W32,Would you say you currently live in a,"['Large city', 'Midsize city', 'Small city', 'Refused']"
SUBURBNEAR_W32,"Thinking about the city your community is a suburb of, would you say you live","['Very close to that city', 'Somewhat close to that city', 'Not too close to that city', 'Refused']"
PROBURBAN_W32,"How well, if at all, do you think you understand the types of problems faced by people who live in urban areas?","['Very well', 'Somewhat well', 'Not too well', 'Not at all well', 'Refused']"
PROBSUBURB_W32,"How well, if at all, do you think you understand the types of problems faced by people who live in suburban areas?","['Very well', 'Somewhat well', 'Not too well', 'Not at all well', 'Refused']"
PROBRURAL_W32,"How well, if at all, do you think you understand the types of problems faced by people who live in rural areas?","['Very well', 'Somewhat well', 'Not too well', 'Not at all well', 'Refused']"
WANTMOVE_W32,"If you could, would you want to move to a different community?","['Would want to move', 'Would not want to move', 'Not sure', 'Refused']"
WILLMOVE_W32,"Regardless of whether you would want to move, how likely is it that you will move to a different community at some point in the future?","['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely', 'Refused']"
MOVEURBAN_W32,"If you could move to a different community, would you want to","['Stay in an urban area', 'Move to a suburban area', 'Move to a rural area', 'Refused']"
MOVESUBURB_W32,"If you could move to a different community, would you want to","['Stay in a suburban area', 'Move to an urban area', 'Move to a rural area', 'Refused']"
MOVERURAL_W32,"If you could move to a different community, would you want to","['Stay in a rural area', 'Move to an urban area', 'Move to a suburban area', 'Refused']"
ETHNCMAJ_W32,"According to the U.S. Census Bureau, in the next 25 to 30 years, African Americans, Latinos, and people of Asian descent will make up a majority of the population. In general, do you think that this is","['Good for the country', 'Bad for the country', 'Neither good nor bad for the country', 'Refused']"
IMMCULT2_W32,Which statement comes closer to your own views?,"['The growing number of newcomers from other countries threatens traditional American customs and values', 'The growing number of newcomers from other countries strengthens American society', 'Refused']"
MARRFAM2_W32,Which statement comes closer to your own views?,"['Society is better off if people make marriage and having children a priority', 'Society is just as well off if people have priorities other than marriage and children', 'Refused']"
ECONFAIR2_W32,Which statement comes closer to your own views?,"['The economic system in this country unfairly favors powerful interests', 'The economic system in this country is generally fair to most Americans', 'Refused']"
WOMENOPPS_W32,Which statement comes closer to your own views?,"['The obstacles that once made it harder for women than men to get ahead are now largely gone', 'There are still significant obstacles that make it harder for women to get ahead than men', 'Refused']"
GOVT_ROLE_W32,Which statement comes closer to your own views?,"['Government should do more to solve problems', 'Government is doing too many things better left to businesses and individuals', 'Refused']"
WHADVANT_W32,"On a different subject how much, if at all, do white people benefit from advantages in society that black people do not have?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
GAYMARR2_W32,"As you may know, same-sex marriage is now legal in the U.S. Do you think this is a good thing or a bad thing for our society?","['Very good thing', 'Somewhat good thing', 'Somewhat bad thing', 'Very bad thing', 'Refused']"
ABORTION_W32,Do you think abortion should be,"['legal in all or most cases', 'illegal in all or most cases', 'Refused']"
ABORTIONRESTR_W32,Which statement comes closer to your own views?,"['There are some situations in which abortion should be restricted', 'There are no situations at all where abortion should be restricted', 'Refused']"
ABORTIONALLOW_W32,Which statement comes closer to your own views?,"['There are some situations in which abortion should be allowed', 'There are no situations at all where abortion should be allowed', 'Refused']"
CLASS_W32,"If you were asked to use one of these commonly used names for the social classes, which would you say you belong in?","['Upper class', 'Upper-middle class', 'Middle class', 'Lower-middle class', 'Lower class', 'Refused']"
MISINFG_W32,"Thinking about news and information online, including social media which comes closer to your own view?","['The U.S. government should take steps to restrict false information online', ""People's freedom to publish and access information should be protected"", 'Refused']"
MISINFT_W32,"Thinking about news and information online, including social media which comes closer to your own view?","['Technology companies should take steps to restrict false information online', ""People's freedom to publish and access information should be protected"", 'Refused']"
