key,question,options
CONTROLGRPc_W49,"How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?","['A lot of control', 'A little control', 'No control', 'Refused']"
CONTROLGRPd_W49,"How much control, if any, do you think you have over who can access your physical location?","['A lot of control', 'A little control', 'No control', 'Refused']"
CONTROLGRPe_W49,"How much control, if any, do you think you have over who can access the websites you visit?","['A lot of control', 'A little control', 'No control', 'Offline: does not have internet', 'Refused']"
CONTROLGRPf_W49,"How much control, if any, do you think you have over who can access the private conversations you've had online or using text messaging?","['A lot of control', 'A little control', 'No control', 'Refused']"
PP1_W49,How often are you asked to agree to the terms and conditions of a company's privacy policy?,"['Almost daily', 'About once a week', 'About once a month', 'Less frequently', 'Never', 'Refused']"
PP2_W49,"When you are asked to agree to a company's privacy policy, how often do you read it before agreeing to it?","['Always', 'Often', 'Sometimes', 'Never', 'Refused']"
PP3_W49,"When you read a privacy policy, what do you typically do?","['Read it all the way through', 'Read it part of the way through', 'Glance over it without reading it closely', 'Refused']"
PP4_W49,How much do you typically understand the privacy policies you read?,"['A great deal', 'Some', 'Very little', 'Not at all', 'Refused']"
PP5a_W49,"How confident are you, if at all, that companies will follow what their privacy policies say they will do with your personal information?","['Very confident', 'Somewhat confident', 'Not too confident', 'Not confident at all', 'Refused']"
PP5b_W49,"How confident are you, if at all, that companies will promptly notify you if your personal data has been misused or compromised?","['Very confident', 'Somewhat confident', 'Not too confident', 'Not confident at all', 'Refused']"
PP5c_W49,"How confident are you, if at all, that companies will publicly admit mistakes and take responsibility when they misuse or compromise their users' personal data?","['Very confident', 'Somewhat confident', 'Not too confident', 'Not confident at all', 'Refused']"
PP5d_W49,"How confident are you, if at all, that companies will use your personal information in ways you will feel comfortable with?","['Very confident', 'Somewhat confident', 'Not too confident', 'Not confident at all', 'Refused']"
PP5e_W49,"How confident are you, if at all, that companies will be held accountable by the government if they misuse or compromise your data?","['Very confident', 'Somewhat confident', 'Not too confident', 'Not confident at all', 'Refused']"
PP6a_W49,"How comfortable are you, if at all, with companies using your personal data to help improve their fraud prevention systems?","['Very comfortable', 'Somewhat comfortable', 'Not too comfortable', 'Not comfortable at all', 'Refused']"
PP6b_W49,"How comfortable are you, if at all, with companies using your personal data sharing it with outside groups doing research that might help improve society?","['Very comfortable', 'Somewhat comfortable', 'Not too comfortable', 'Not comfortable at all', 'Refused']"
PP6c_W49,"How comfortable are you, if at all, with companies using your personal data to help them develop new products?","['Very comfortable', 'Somewhat comfortable', 'Not too comfortable', 'Not comfortable at all', 'Refused']"
PRIVACYREG_W49,How much do you feel you understand the laws and regulations that are currently in place to protect your data privacy?,"['A great deal', 'Some', 'Very little', 'Not at all', 'Refused']"
GOVREGV1_W49,How much government regulation of what companies can do with their customers' personal information do you think there should be?,"['More regulation', 'Less regulation', 'About the same amount', 'Refused']"
GOVREGV2_W49,Which of the following do you think would be a more effective way to safeguard people's personal information?,"['Better tools for allowing people to control their personal information themselves', ""Stronger laws governing what companies can and cannot do with people's personal information"", 'Refused']"
SHARE1_W49,Have you recently decided not to use a product or service because you were worried about how much personal information would be collected about you?,"['Yes, have done this', 'No, have not done this', 'Refused']"
PWMAN_W49,"Do you use a password manager, such as LastPass or iCloud Keychain, to help keep track of your online passwords?","['Yes', 'No', 'Refused']"
PWMAN2_W49,What is the main reason you do not use a password manager?,"[""Don't know what that is"", 'My passwords are secure enough', ""Don't need it"", 'Too expensive', 'Too complicated', ""Don't trust them"", ""Don't think they are effective"", 'Other reason', 'Offline: does not have internet', 'Refused']"
SMARTPHONE_W49,Do you have a smartphone?,"['Yes', 'No', 'Refused']"
SMARTAPP_W49,How do you typically update the apps on your smartphone?,"['Set them to update automatically', 'Update them yourself as soon as you are notified a new version is available', ""Update them yourself whenever it's convenient"", 'Never install app updates', 'Refused']"
PUBLICDATA_W49,Today a wide range of information about people is searchable online. Do you think it is more important for people to have the ability to,"['Discover potentially useful information about others', 'Keep things about themselves that might be potentially damaging from being searchable online', 'Refused']"
RTBFa_W49,"Do you think that all Americans should have the right to have data collected by law enforcement, such as criminal records or mugshots removed from public online search results?","['Yes, should be able to remove this from online searches', 'No, should not be able to remove this from online searches', 'Refused']"
RTBFb_W49,Do you think that all Americans should have the right to have information about their employment history or work record removed from public online search results?,"['Yes, should be able to remove this from online searches', 'No, should not be able to remove this from online searches', 'Refused']"
RTBFc_W49,Do you think that all Americans should have the right to have negative media coverage removed from public online search results?,"['Yes, should be able to remove this from online searches', 'No, should not be able to remove this from online searches', 'Refused']"
RTBFd_W49,Do you think that all Americans should have the right to have potentially embarrassing photos or videos removed from public online search results?,"['Yes, should be able to remove this from online searches', 'No, should not be able to remove this from online searches', 'Refused']"
RTDa_W49,"Do you think that all Americans should have the right to have the following data about themselves be permanently deleted by the people or organizations who have that information? Data collected by law enforcement, such as criminal records or mugshots","['Yes, should have the right to have this deleted', 'No, should not have  the right to have this deleted', 'Refused']"
RTDb_W49,Do you think that all Americans should have the right to have the following data about themselves be permanently deleted by the people or organizations who have that information? Potentially embarrassing photos or videos,"['Yes, should have the right to have this deleted', 'No, should not have  the right to have this deleted', 'Refused']"
RTDc_W49,Do you think that all Americans should have the right to have the following data about themselves be permanently deleted by the people or organizations who have that information? Medical data collected by a health provider,"['Yes, should have the right to have this deleted', 'No, should not have  the right to have this deleted', 'Refused']"
RTDd_W49,Do you think that all Americans should have the right to have the following data about themselves be permanently deleted by the people or organizations who have that information? Financial data collected by their tax preparer,"['Yes, should have the right to have this deleted', 'No, should not have  the right to have this deleted', 'Refused']"
PROFILE3_W49,Do you ever see advertisements or solicitations that appear to be based on a profile that has been made of you using your personal data?,"['Yes, frequently', 'Yes, on occasion', 'No', 'Not sure', 'Refused']"
PROFILE5_W49,"In general, how well do these advertisements accurately reflect your actual interests and characteristics?","['Very well', 'Somewhat well', 'Not too well', 'Not well at all', 'Refused']"
DATAUSEa_W49,Do you think the following uses of data/information are acceptable or unacceptable? The government collecting data about all Americans to assess who might be a potential terrorist threat,"['Acceptable', 'Unacceptable', 'Not sure', 'Refused']"
DATAUSEb_W49,Do you think the following uses of data/information are acceptable or unacceptable? Poorly performing schools sharing data about their students with a nonprofit group seeking to help improve educational outcomes,"['Acceptable', 'Unacceptable', 'Not sure', 'Refused']"
DATAUSEc_W49,Do you think the following uses of data/information are acceptable or unacceptable? DNA testing companies sharing their customers' genetic data with law enforcement agencies in order to help solve crimes,"['Acceptable', 'Unacceptable', 'Not sure', 'Refused']"
DATAUSEd_W49,Do you think the following uses of data/information are acceptable or unacceptable? Makers of a fitness tracking app sharing their users' data with medical researchers seeking to better understand the link between exercise and heart disease,"['Acceptable', 'Unacceptable', 'Not sure', 'Refused']"
DATAUSEe_W49,"Do you think the following uses of data/information are acceptable or unacceptable? A social media company monitoring its users' posts for signs of depression, so they can identify people who are at risk of self-harm and connect them to counsel","['Acceptable', 'Unacceptable', 'Not sure', 'Refused']"
DATAUSEf_W49,Do you think the following uses of data/information are acceptable or unacceptable? Makers of smart speakers sharing audio recordings of their customers with law enforcement to help with criminal investigations,"['Acceptable', 'Unacceptable', 'Not sure', 'Refused']"
FACE1_W49,How much have you heard or read about the development of automated facial recognition technology that can identify someone based on a picture or video that includes their face?,"['A lot', 'A little', 'Nothing at all', 'Refused']"
FACE2a_W49,"Based on what you know, how effective do you think facial recognition technology is at accurately identifying individual people?","['Very effective', 'Somewhat effective', 'Not too effective', 'Not effective at all', 'Refused']"
FACE2b_W49,"Based on what you know, how effective do you think facial recognition technology is at accurately assessing someone's gender?","['Very effective', 'Somewhat effective', 'Not too effective', 'Not effective at all', 'Refused']"
FACE2c_W49,"Based on what you know, how effective do you think facial recognition technology is at accurately assessing someone's race?","['Very effective', 'Somewhat effective', 'Not too effective', 'Not effective at all', 'Refused']"
FACE3a_W49,"How much, if at all, do you trust the following groups to use facial recognition technology responsibly? Advertisers","['A great deal', 'Somewhat', 'Not too much', 'Not at all', 'Refused']"
FACE3b_W49,"How much, if at all, do you trust the following groups to use facial recognition technology responsibly? Technology companies","['A great deal', 'Somewhat', 'Not too much', 'Not at all', 'Refused']"
FACE3c_W49,"How much, if at all, do you trust the following groups to use facial recognition technology responsibly? Law enforcement agencies","['A great deal', 'Somewhat', 'Not too much', 'Not at all', 'Refused']"
FACE4a_W49,"In your opinion, is it acceptable or unacceptable to use facial recognition technology in the following situations? Law enforcement agencies assessing potential security threats in public spaces","['Acceptable', 'Unacceptable', 'Not sure', 'Refused']"
FACE4b_W49,"In your opinion, is it acceptable or unacceptable to use facial recognition technology in the following situations? Companies automatically tracking the attendance of their employees","['Acceptable', 'Unacceptable', 'Not sure', 'Refused']"
FACE4c_W49,"In your opinion, is it acceptable or unacceptable to use facial recognition technology in the following situations? Advertisers seeing how people respond to public advertising displays","['Acceptable', 'Unacceptable', 'Not sure', 'Refused']"
FACE4d_W49,"In your opinion, is it acceptable or unacceptable to use facial recognition technology in the following situations? Apartment building landlords tracking who enters or leaves their buildings","['Acceptable', 'Unacceptable', 'Not sure', 'Refused']"
DB1a_W49,"In the last 12 months, have you had someone put fraudulent charges on your debit or credit card","['Yes', 'No', 'Refused']"
DB1b_W49,"In the last 12 months, have you had someone take over your social media or email account without your permission","['Yes', 'No', 'Offline: does not have internet', 'Refused']"
DB1c_W49,"In the last 12 months, have you had someone attempt to open a line of credit or apply for a loan using your name","['Yes', 'No', 'Refused']"
