key,question,options
ECONFAIR_W92,Please choose the statement that comes closer to your own views.,"['The economic system in this country unfairly favors powerful interests', 'The economic system in this country is generally fair to most Americans', 'Refused']"
OPENIDEN_W92,Please choose the statement that comes closer to your own views.,"[""America's openness to people from all over the world is essential to who we are as a nation"", 'If America is too open to people from all over the world, we risk losing our identity as a nation', 'Refused']"
VTRGHTPRIV1_W92,Please choose the statement that comes closer to your own views.,"['Voting is a fundamental right for every adult U.S. citizen and should not be restricted in any way', ""Voting is a privilege that comes with responsibilities and can be limited if adult U.S. citizens don't meet some require"", 'Refused']"
ALLIES_W92,Please choose the statement that comes closer to your own views.,"['In foreign policy, the U.S. should take into account the interests of its allies even if it means making compromises', 'In foreign policy, the U.S. should follow its own national interests even when its allies strongly disagree', 'Refused']"
PEACESTR_W92,Please choose the statement that comes closer to your own views.,"['The best way to ensure peace is through military strength', 'Good diplomacy is the best way to ensure peace', 'Refused']"
GOVWASTE_W92,Please choose the statement that comes closer to your own views.,"['Government is almost always wasteful and inefficient', 'Government often does a better job than people give it credit for', 'Refused']"
COMPROMISEVAL_W92,Please choose the statement that comes closer to your own views.,"['Compromise in politics is really just selling out on what you believe in', 'Compromise is how things get done in politics, even though it sometimes means sacrificing your beliefs', 'Refused']"
POORASSIST_W92,"Thinking about assistance the government provides to people in need, do you think the government","['Should provide more assistance', 'Should provide less assistance', 'Is providing about the right amount of assistance', 'Refused']"
PAR2CHILD_W92,Children with two parents are,"['Better off when a parent stays home to focus on the family', 'Just as well off when their parents work outside the home', 'Refused']"
PAR2CHILDa_W92,"If one parent is able to stay home to focus on the family, is it generally better if that parent is the","['Mother', 'Father', ""It doesn't matter which parent stays home"", 'Refused']"
POLICY3MOD_W92,"In general, would you say experts who study a subject for many years are","['Usually better at making good policy decisions about that subject than other people', 'Usually worse at making good policy decisions about that subject than other people', 'neither better nor worse at making good policy decisions about that subject than other people', 'Refused']"
WHADVANT_W92,"In general, how much do White people benefit from advantages in society that Black people do not have?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
SUPERPWR_W92,"In the future, do you think","['U.S. policies should try to keep it so America is the only military superpower', 'It would be acceptable if another country became as militarily powerful as the U.S.', 'Refused']"
IL_IMM_PRI_W92,What should be the priority for dealing with illegal immigration in the U.S.?,"['Better border security and stronger enforcement of our immigration laws', 'Creating a way for immigrants already here illegally to become citizens if they meet certain requirements', 'Both should be given equal priority', 'Refused']"
BILLION_W92,Do you think the fact that there are some people in this country who have personal fortunes of a billion dollars or more is,"['A good thing for the country', 'A bad thing for the country', 'Neither a good thing or a bad thing', 'Refused']"
GLBLZE_W92,"All in all, would you say that the U.S. has","['Gained more than it has lost from increased trade', 'Lost more than it has gained from increased trade', 'Refused']"
FP_AUTH_W92,"In foreign policy, the U.S. should","['Work with any country to achieve U.S. goals, even if that sometimes means working closely with dictators or countries th', 'Not work with dictators or countries that do not share our democratic values, even if that sometimes makes it harder to', 'Refused']"
GOVTHC_W92,Do you think it is the responsibility of the federal government to make sure all Americans have health care coverage?,"['Yes, it is', 'No, it is not', 'Refused']"
SNGLPYER_W92,Should health insurance,"['Be provided through a single national health insurance system run by the government', 'Continue to be provided through a mix of private insurance companies and government programs', 'Refused']"
NOGOVTHC_W92,Should the government,"['Not be involved in providing health insurance at all', 'Continue programs like Medicare and Medicaid for seniors and the very poor', 'Refused']"
FREECOLL_W92,Would you favor or oppose making tuition at public colleges and universities free for all American students?,"['Strongly favor', 'Somewhat favor', 'Somewhat oppose', 'Strongly oppose', 'Refused']"
CRIM_SENT2_W92,"Overall, would you say people who are convicted of crimes in this country serve","['Too much time in prison', 'Too little time in prison', 'About the right amount of time in prison', 'Refused']"
USMILSIZ_W92,"Thinking about the size of America's military, do you think it should be","['Reduced a great deal', 'Reduced somewhat', 'Kept about as is', 'Increased somewhat', 'Increased a great deal', 'Refused']"
PROG_RRETRO_W92,"How much progress, if any, do you think the country has made over the last 50 years toward ensuring equal rights for all Americans regardless of their racial or ethnic backgrounds?","['A lot', 'A little', 'None at all', 'Refused']"
PROG_RNEED_W92,"How much more, if anything, needs to be done to ensure equal rights for all Americans regardless of their racial or ethnic backgrounds?","['A lot', 'A little', 'Nothing at all', 'Refused']"
PROG_RNEED2b_W92,Which comes closer to your view about what needs to be done to ensure equal rights for all Americans regardless of their racial or ethnic backgrounds?,"['Most U.S. laws and major institutions need to be completely rebuilt because they are fundamentally biased against some r', 'While there are many inequities in U.S. laws and institutions, necessary changes can be made by working within the curre', 'Refused']"
ELITEUNDMOD_W92,"In general, do you think people in influential and powerful positions throughout our society understand the challenges people like you face in their daily lives","['Very well', 'Somewhat well', 'Not too well', 'Not at all well', 'Refused']"
POLINTOL2_a_W92,"In general, how comfortable do you think Republicans in this country are to freely and openly express their political views?","['Very comfortable', 'Somewhat comfortable', 'Not too comfortable', 'Not at all comfortable', 'Refused']"
POLINTOL2_b_W92,"In general, how comfortable do you think Democrats in this country are to freely and openly express their political views?","['Very comfortable', 'Somewhat comfortable', 'Not too comfortable', 'Not at all comfortable', 'Refused']"
CANQUALPOL_W92,"In general, would you say the quality of the candidates running for political office in the last several years has been","['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'Refused']"
CANMTCHPOL_W92,I usually feel like,"['There is at least one candidate who shares most of my views', 'None of the candidates represent my views well', 'Refused']"
SOCIETY_TRANS_W92,Do you think greater social acceptance of people who are transgender (people who identify as a gender that is different from the sex they were assigned at birth) is generally good or bad for our society?,"['Very good for society', 'Somewhat good for society', 'Neither good nor bad for society', 'Somewhat bad for society', 'Very bad for society', 'Refused']"
SOCIETY_RHIST_W92,Do you think increased public attention to the history of slavery and racism in America is generally good or bad for our society?,"['Very good for society', 'Somewhat good for society', 'Neither good nor bad for society', 'Somewhat bad for society', 'Very bad for society', 'Refused']"
SOCIETY_JBCLL_W92,Do you think good-paying jobs requiring a college degree more often than they used to is generally good or bad for our society?,"['Very good for society', 'Somewhat good for society', 'Neither good nor bad for society', 'Somewhat bad for society', 'Very bad for society', 'Refused']"
SOCIETY_RELG_W92,Do you think a decline in the share of Americans belonging to an organized religion is generally good or bad for our society?,"['Very good for society', 'Somewhat good for society', 'Neither good nor bad for society', 'Somewhat bad for society', 'Very bad for society', 'Refused']"
SOCIETY_WHT_W92,Do you think white people declining as a share of the U.S. population is generally good or bad for our society?,"['Very good for society', 'Somewhat good for society', 'Neither good nor bad for society', 'Somewhat bad for society', 'Very bad for society', 'Refused']"
SOCIETY_GUNS_W92,Do you think an increase in the number of guns in the U.S. is generally good or bad for our society?,"['Very good for society', 'Somewhat good for society', 'Neither good nor bad for society', 'Somewhat bad for society', 'Very bad for society', 'Refused']"
SOCIETY_SSM_W92,Do you think same-sex marriages being legal in the U.S. is generally good or bad for our society?,"['Very good for society', 'Somewhat good for society', 'Neither good nor bad for society', 'Somewhat bad for society', 'Very bad for society', 'Refused']"
PROBOFF_a_W92,"How much of a problem, if any, would you say people being too easily offended by things others say is in the country today?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']"
PROBOFF_b_W92,"How much of a problem, if any, would you say people saying things that are very offensive to others are in the country today?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']"
BUSPROFIT_W92,Please choose the statement that comes closer to your own views.,"['Business corporations make too much profit', 'Most corporations make a fair and reasonable amount of profit', 'Refused']"
CNTRYFAIR_W92,Please choose the statement that comes closer to your own views.,"['Other countries generally treat the United States about as fairly as we treat them', 'Other countries often take unfair advantage of the United States', 'Refused']"
GOVPROTCT_W92,Please choose the statement that comes closer to your own views.,"[""It's not the government's job to protect people from themselves"", 'Sometimes laws to protect people from themselves are necessary', 'Refused']"
MARRFAM_W92,Please choose the statement that comes closer to your own views.,"['Society is better off if people make marriage and having children a priority', 'Society is just as well off if people have priorities other than marriage and children', 'Refused']"
GOVAID_W92,Please choose the statement that comes closer to your own views.,"['Government aid to the poor does more harm than good, by making people too dependent on government assistance', ""Government aid to the poor does more good than harm, because people can't get out of poverty until their basic needs are"", 'Refused']"
RELIG_GOV_W92,Please choose the statement that comes closer to your own views.,"['Religion should be kept separate from government policies', 'Government policies should support religious values and beliefs', 'Refused']"
GOODEVIL_W92,Please choose the statement that comes closer to your own views.,"['Most things in society can be pretty clearly divided into good and evil', 'Most things in society are too complicated to be clearly divided between good and evil', 'Refused']"
PPLRESP_W92,Please choose the statement that comes closer to your own views.,"[""People like me just don't get the respect we deserve in this country"", 'People like me generally get the respect we deserve in this country', 'Refused']"
RACESURV52MOD_W92,"How much, if at all, would it bother you to regularly hear people speak a language other than English in public places in your community?","['A lot', 'Some', 'Not much', 'Not at all', 'Refused']"
ELECT_IMPT3_PRVFR_W92,"Thinking about elections in the country, how important, if at all, is people who are not legally qualified to vote are prevented from casting a ballot?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']"
ELECT_IMPT3_PRVSUP_W92,"Thinking about elections in the country, how important, if at all, is people who are legally qualified and want to vote are able to cast a ballot?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']"
ELECT_CONF3_PRVFR_W92,"Still thinking about elections in the country, how confident, if at all, are you that people who are not legally qualified to vote are prevented from casting a ballot","['Very confident', 'Somewhat confident', 'Not too confident', 'Not at all confident', 'Refused']"
ELECT_CONF3_PRVSUP_W92,"Still thinking about elections in the country, how confident, if at all, are you that people who are legally qualified and want to vote are able to cast a ballot","['Very confident', 'Somewhat confident', 'Not too confident', 'Not at all confident', 'Refused']"
CANDEXP_W92,"How important is it, if at all, that candidates running for high levels of political office have prior government experience?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']"
LEGALIMMIGAMT_W92,Do you think the number of legal immigrants the U.S. admits should,"['Increase a lot', 'Increase a little', 'Stay about the same', 'Decrease a little', 'Decrease a lot', 'Refused']"
UNIMMIGCOMM_W92,"When it comes to people who have immigrated to the U.S illegally, do you think they generally make the communities they live in","['A lot better', 'A little better', 'A little worse', 'A lot worse', 'Refused']"
GODMORALIMP_W92,"Regardless of your own religious beliefs, how important, if at all, do you think it is for a person to believe in God in order to be considered good and moral?","['Essential', 'Important, but not essential', 'Not too important', 'Not at all important', 'Refused']"
REPRSNTREP_W92,How well does the Republican party represent the interests of people like you?,"['Very well', 'Somewhat well', 'Not too well', 'Not at all well', 'Refused']"
REPRSNTDEM_W92,How well does the Democratic party represent the interests of people like you?,"['Very well', 'Somewhat well', 'Not too well', 'Not at all well', 'Refused']"
VTRS_VALS_W92,They may feel differently than I do about politics,"['But they probably share many of my other values and goals', ""And they probably don't share many of my other values and goals, either"", 'Refused']"
